"cov01","cov02","cov04c","strata","no_urut","id_unique","gender","gender_text","education","education_text","date_submission_kur","record_reminder","sq02","sq03","sq04","sq05","ir01c","ir01d","ir01e","ir01f","ir02b","ir02c","ir03","ir03a","ir03a_w","ir03a_b","ir03a_c","ir03a_d","ir03a_v","ir05","ir05_tahun","ir06","ir06a","ir06a_w","ir06a_b","ir06a_c","ir06a_d","ir06a_e","ir06a_v","bi01b","bi01b_sector","bi01b_subsector","bi02x","bi02","bi02_repeat_count","bi03calc","bi04x","bi04","bi04_repeat_count","bi06","bi06_a","bi06_b","bi06_c","bi06_d","bi06_e","bi06_f","bi06_g","bi06_h","bi06_i","bi06_j","bi06_k","bi06_l","bi06_m","bi06_n","bi06_o","bi06_p","bi06_q","bi06_r","bi06_s","bi06_t","bi06_z","bi06_v","bi06_calc","bi06a","bi07","bi07_a","bi07_b","bi07_c","bi07_d","bi07_e","bi07_f","bi07_g","bi07_v","bi07_w","bi07_y","bi08a","bi08b","bi08b1","bi08b2","bi08b3","bi08b4","bi08b5","bi08b6","bi08b7","bi08b8","bi08b9","bi08_repeat_count","cl01x","cl01a","cl01b","cl02","cl02_a","cl02_b","cl02_c","cl02_d","cl02_e","cl02_f","cl02_g","cl02_h","cl02_i","cl02_j","cl02_v","cl02a","cl03_a","cl03_b","cl03_c","cl03_d","cl04ax","cl04a","cl04b_min","cl04b_max","cl04c","cl05ax","cl05a","cl05b_min","cl05b_max","cl05c","reserved_name_for_field_list_lab","cl06","cl07","cl08","cl09","cl10","cl11","bp01","bp02","bp03","bp04","bp05","bp06","bp07","bp08","bp09","bp10","we01_a","we01_b","we01_c","we01_d","ri01ax","ri01a","ri01b_min","ri01b_max","ri01c","ri02ax","ri02a","ri02b_min","ri02b_max","ri02c","fl01","v195","fl02a","fl02b","fl02c","fl02d","fl02e","fl02f","fl02g","fl02h","fl02i","fl02j","fl02k","fl02l","fl02m","fl02v","fl02_warn","fl02_calc","fl03a1","fl03a2","fl03b1","fl03b2","fl04","fl05","fl06","fl07x","fl07","fl08x","fl08","fl09","v226","rf01a","rf01b","rf01cc","rf01dd","rf01e","rf01f","rf01g","rf01h","rf01i","rf01j","rf01k","rf01l","rf01m","rf01n","rf01v","rf01_warn","rf01_calc","rf01a1","rf01a2","rf01b1","rf01b2","rf01c","rf01d","rf02","rf03","rf04","rf04_a","rf04_b","rf04_c","rf04_d","rf04_v","rf04_w","rf04_y","rf05_repeat_count","rf06","rf07x","rf07","rf08","rf09","rf10_period","rf10","rf10_percent","rf10_rupiah","rf11","rf11_rupiah","rf12","rf13","rf13_a","rf13_b","rf13_c","rf13_d","rf13_e","rf13_f","rf13a","rf13b","rf13c","rf13d","rf13e","rf13f","rf13_calc","rf14","rf14_a","rf14_b","rf14_c","rf14_d","rf14_e","rf14_f","rf14_g","rf14a","rf14b","rf14c","rf14d","rf14e","rf14f","rf14g","rf14_calc","rf15_group_count","rf16a","rf16b","rf16c","rf16d","rf16e","rf16f","rf16g","rf16h","rf16i","ke01","ke02","ke03","ke03_rupiah","ke04","ke05","ke05_a","ke05_b","ke05_c","ke05_d","ke05_e","ke05_v","ke06","ke07","ke08","ke09","ke10","ke11","ke12","ke12_a","ke12_b","ke12_c","ke12_d","ke12_v","ke12_w","ke13","ke13_a","ke13_b","ke13_c","ke13_d","ke13_e","ke13_f","ke13_g","ke13_v","co01","co02","co02_a","co02_b","co02_c","co02_d","co02_e","co02_v","co03","co04","co05","co05a","co05b","co06x","co06","co07","co08","co09","co09_a","co09_b","co09_c","co09_d","co09_e","co09_f","co09_v","co09a","co09b","co09c","co09d","co09e","co09f","co09v","co10","co11","co12","end_time","cov08","cov09","weight","sd","start_date","wgt","birth1","birth2","birth3","birth_month_year"
"JAWA BARAT","BANJAR",2,6,2151,"S6_2151",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","24-07-2019","YA",1,1,1,3,1,96,5,1,,,"98-98-2019","D",0,0,0,1,0,1,,"98-98-2010","E",0,0,0,0,1,0,"DYNAMO CAR WORKSHOP",45,452,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,3,3,3,1,3,3,1,1,0,2,1,18000000,,,,1,7000000,,,,"98-2019",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","M","L","M","L",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","N","A","A","N",15000000,1,1,1,,,,,,,,,1,2,1,150000000,18,3,,,,,1,880000,1,"A F",1,0,0,0,0,1,50,"0",0,0,0,50,100,"A B F",1,1,0,0,0,1,0,40,20,0,0,0,40,0,100,4,3,3,3,3,3,3,3,3,3,1,2,1,30000,3,"A B D E",1,1,0,1,1,0,1,1,98,1,96,1,"W",0,0,0,0,0,1,"B G",0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16:43:24",1,,13170.4345703125,"01-01-2010",1/1/2010,13170,"06","05","1982","051982"
"BALI","BULELENG",2,6,2156,"S6_2156",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","05-07-2018","YA",1,1,1,3,1,96,2,1,,,"05-07-2018","W",1,0,0,0,0,1,,"01-01-2000","W",1,0,0,0,0,0,"CATTLE FARMING",1,14,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"W",0,0,0,0,0,0,0,0,1,0,1,1,"COFFEE AND CLOVE PLANTATION",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,3,3,3,3,3,0,0,1,1,1,25000000,,,,1,3000000,,,,"07-2018",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","M","AA","M","L",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","N","A","N","AA",25000000,1,1,1,,,,,,,,,1,2,1,20000000,12,3,,,,,98,,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"B",0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,4,3,3,1,3,3,3,3,3,3,1,2,1,15000,4,"A B D E",1,1,0,1,1,0,1,98,98,6,96,1,"W",0,0,0,0,0,1,"A",1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17:22:32",1,,13170.4345703125,"01-01-2000",1/1/2000,13170,"04","09","1966","091966"
"JAWA BARAT","CIANJUR",2,6,2157,"S6_2157",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","27-10-2018","YA",1,1,1,3,1,96,4,1,,,"27-10-2018","W",1,0,0,0,0,1,,"06-09-2010","W",1,0,0,0,0,0,"VEGETABLES AGRICULTURE: MUSTARD, PADDY, CABBAGES",1,11,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,1,3,1,3,1,0,2,1,3,1,3000000,,,,1,1000000,,,,"10-2018",,3,3,3,3,3,3,1,3,3,3,3,1,3,3,2,"G     L","L","G","L","G",3,,,,,1,7000000,7,,1,3,3,3,3,3,3,3,3,3,1,3,1,1,3,4,"A          K  M N","A","M","A","M",10000000,1,2,2,,,,,,,,,2,2,1,8000000,24,3,,,,,1,465000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,1,1,1,3,3,3,1,1,3,1,2,1,50000,4,"A B D E",1,1,0,1,1,0,1,1,1,1,96,1,"B",0,1,0,0,0,0,"B D",0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18:03:14",1,,13170.4345703125,"06-09-2010",9/6/2010,13170,"07","08","1974","081974"
"SUMATERA BARAT","SIJUNJUNG",2,38,369,"S38_369",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","12-12-2019","YA",1,1,1,3,1,96,3,96,,,"98-98-2016","C D",0,0,1,1,0,1,,"98-98-2000","C E",0,0,1,0,1,0,"RUBBER TREES PLANTATION",1,12,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,3,3,0,0,4,4,1,700000,,,,1,600000,,,,"98-2016",,3,3,3,3,1,3,3,3,3,3,3,1,1,3,3,"E       L M","L","E","L","AA",3,,,,,1,8000000,5,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","N","N","AA",20000000,1,3,1,"A",1,0,0,0,0,0,0,1,2,1,150000000,60,3,,,,,1,415000,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"B",0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,4,1,3,3,3,3,3,3,3,3,1,2,3,,5,"A B D E",1,1,0,1,1,0,1,1,98,1,96,1,"W",0,0,0,0,0,1,"A D",1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11:50:07",1,,6339.873046875,"01-01-2000",1/1/2000,6340,"06","02","1976","021976"
"LAMPUNG","LAMPUNG UTARA",2,38,492,"S38_492",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","06-04-2019","YA",1,1,1,3,1,96,5,1,,,"06-04-2019","W",1,0,0,0,0,1,,"01-12-2018","B C",0,1,1,0,0,0,"FOTOCOPY SERVICE AND BOOK BINDING ",18,181,1,1,1,100,1,1,1,"A K Z",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,"A","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,1,1,1,0,2,3,1,5000000,,,,1,3500000,,,,"04-2019",,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,"K L M","L","AA","M","K",3,,,,,1,10000000,11,,1,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,"A          K   N","A","K","N","AA",20000000,1,1,1,,,,,,,,,1,2,1,120000000,24,1,1,1,0.200000002980232,,,,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"B",0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,4,3,3,3,3,3,1,3,3,3,1,2,3,,3,"A D E",1,0,0,1,1,0,1,1,1,1,3,1,"W",0,0,0,0,0,1,"B C",0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14:27:38",1,,6339.873046875,"01-12-2018",12/1/2018,6340,"31","07","1989","071989"
"JAMBI","MUARO JAMBI",2,38,393,"S38_393",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","08-05-2018","YA",1,1,1,3,1,96,2,1,,,"98-98-2018","D",0,0,0,1,0,1,,"98-98-2010","E",0,0,0,0,1,0,"PALM OIL PLANTATION",1,12,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,3,3,3,3,1,0,2,1,3,1,9000000,,,,1,5000000,,,,"98-2018",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","L","M","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","A","M","N","AA",25000000,1,2,1,"D",0,0,0,1,0,0,0,1,2,1,30000000,36,3,,,,,1,772000,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"B",0,1,0,0,0,0,0,0,100,0,0,0,0,0,100,4,3,1,3,3,3,3,3,3,3,1,2,3,,3,"A D E",1,0,0,1,1,0,1,1,98,1,96,1,"W",0,0,0,0,0,1,"D F",0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15:30:35",1,,6339.873046875,"01-01-2010",1/1/2010,6340,"13","12","1973","121973"
"RIAU","PEKANBARU",2,38,398,"S38_398",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","12-12-2019","YA",1,1,1,3,1,96,3,1,,,"12-12-2019","W",1,0,0,0,0,1,,"08-12-2016","W",1,0,0,0,0,0,"LOS SELLING PETAI IN A MARKET",47,478,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,1,1,"FOOD STALL",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,3,3,3,3,0,0,0,0,1,4000000,,,,1,3000000,,,,"98-2016",,3,3,3,3,3,3,3,3,1,3,3,1,1,3,3,"I   L M","L","M","I","M",3,,,,,1,2000000,9,,1,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,"A         J    N","N","AA","A","J",25000000,1,5,5,,,,,,,,,5,2,1,7000000,24,1,1,1,0.5,,,,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A F",1,0,0,0,0,1,0,40,0,0,0,0,60,0,100,4,3,3,1,3,3,1,3,3,3,1,2,3,,3,"A D E",1,0,0,1,1,0,1,1,98,1,3,1,"B V",0,1,0,0,1,0,"D",0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17:08:27",1,,6339.873046875,"08-12-2016",12/8/2016,6340,"07","07","1979","071979"
"SUMATERA UTARA","BATU BARA",2,38,389,"S38_389",1,"MALE",1,"ELEMENTARY SCHOOL (SD)","28-06-2019","YA",1,1,1,3,1,96,5,1,,,"98-03-2019","B D",0,1,0,1,0,1,,"12-03-2003","W",1,0,0,0,0,0,"PALM OIL PLANTATION",1,12,1,1,1,100,1,1,1,"A K",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,1,3,3,3,3,0,1,2,3,1,1120000,,,,1,500000,,,,"02-2016",,3,3,3,3,3,3,3,3,3,3,1,3,1,3,2,"K  M","M","AA","M","K",3,,,,,1,300000,11,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","N","AA","A","N",25000000,1,2,2,,,,,,,,,2,2,1,15000000,36,1,1,1,0.300000011920929,,,,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,3,3,3,3,3,3,3,3,3,1,2,3,,3,"A D E",1,0,0,1,1,0,1,1,98,1,96,1,"B D",0,1,0,1,0,0,"F",0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20:05:16",1,,6339.873046875,"12-03-2003",3/12/2003,6340,"14","11","1960","111960"
"SUMATERA BARAT","PASAMAN",2,35,41,"S35_41",2,"FEMALE",3,"SENIOR HIGH SCHOOL (SMA)","06-04-2016","YA",1,1,1,3,3,96,5,96,,,"06-04-2016","W",1,0,0,0,0,1,,"01-10-2008","W",1,0,0,0,0,0,"FOOD STALL SERVING NASI SAYUR",56,561,1,2,2,100,1,2,2,"K",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,1,1,"GOAT FARMING",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,3,1,0,0,2,2,1,1500000,,,,1,700000,,,,"98-2008",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","L","AA","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","A","M","N","AA",50000000,1,2,2,,,,,,,,,2,2,1,150000000,36,3,,,,,1,1050000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A B",1,1,0,0,0,0,0,50,50,0,0,0,0,0,100,4,3,3,1,3,1,1,3,3,3,1,3,1,300000,5,"A B D E",1,1,0,1,1,0,1,1,1,1,96,1,"A B",1,1,0,0,0,0,"A B",1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11:30:49",1,,4740.625,"01-10-2008",10/1/2008,4741,"01","11","1993","111993"
"KEP. BANGKA BELITUNG","BELITUNG",2,39,28,"S39_28",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","06-08-2018","YA",1,1,1,3,3,96,3,96,,,"06-08-2018","W",1,0,0,0,0,1,,"01-01-1980","W",1,0,0,0,0,0,"RETAIL OF SEMBAKO IN STALL",47,471,1,2,2,100,1,2,2,"A B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"A","G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,1,1,1,0,0,2,2,1,30000000,,,,1,10000000,,,,"08-2018",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","W","AA","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","W","AA","A","N",100000000,1,1,1,,,,,,,,,1,2,98,,24,3,,,,,1,4500000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,3,3,1,3,3,3,3,3,3,1,3,3,,5,"A C D E",1,0,1,1,1,0,3,98,98,96,96,1,"W",0,0,0,0,0,1,"V",0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13:37:26",1,,456.6875,"01-01-1980",1/1/1980,457,"14","11","1963","111963"
"JAMBI","TEBO",2,35,31,"S35_31",2,"FEMALE",4,"DIPLOMA","28-01-2019","YA",1,1,1,3,3,96,5,1,,,"28-01-2019","W",1,0,0,0,0,1,,"01-01-2010","W",1,0,0,0,0,0,"RETAIL OF STATIONERY",47,476,1,1,1,100,1,2,2,"L",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,3,3,1,3,1,0,0,0,0,1,31000000,,,,1,5000000,,,,"01-2019",,3,3,3,3,3,3,3,3,1,3,3,1,1,3,3,"I   L M","M","L","M","L",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","W","AA","A","N",100000000,1,1,1,,,,,,,,,1,2,1,300000000,36,3,,,,,1,3100000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,3,3,3,3,3,3,3,3,3,1,1,1,2000000,5,"A B D E",1,1,0,1,1,0,1,1,98,1,96,1,"W",0,0,0,0,0,1,"F",0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14:07:17",1,,4740.625,"01-01-2010",1/1/2010,4741,"24","02","1981","021981"
"LAMPUNG","BANDAR LAMPUNG",2,39,30,"S39_30",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","24-02-2020","YA",1,1,1,3,3,96,5,1,,,"24-02-2020","W",1,0,0,0,0,1,,"10-02-2017","W",1,0,0,0,0,0,"BUSINESS SELL AND BUY GOLD / JEWELERY IN A STORE ON THE MARKET",47,477,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,1,3,1,3,1,0,2,0,2,1,10000000,,,,1,3000000,,,,"02-2020",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","W","AA","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A            M N","W","AA","M","A",50000000,1,1,1,,,,,,,,,1,2,1,141000000,24,3,,,,,1,2215000,96,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,3,3,3,96,96,96,3,3,3,1,3,1,2500000,5,"A B D E",1,1,0,1,1,0,1,1,3,3,95,1,"W",0,0,0,0,0,1,"F",0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14:56:46",1,,456.6875,"10-02-2017",2/10/2017,457,"24","04","1976","041976"
"SUMATERA SELATAN","PRABUMULIH",2,35,48,"S35_48",2,"FEMALE",3,"SENIOR HIGH SCHOOL (SMA)","24-05-2018","YA",1,1,1,2,3,96,6,1,,,"24-05-2018","W",1,0,0,0,0,1,,"23-05-2017","C",0,0,1,0,0,0,"FOOD SALES BUSINESS, LIKE VEGETABLE RICE IN A EATING HOUSE",56,561,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"C",0,0,1,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1,3,3,3,1,9,0,0,9,1,50000000,,,,1,10000000,,,,"05-2018",,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,"L M","L","AA","L","M",3,,,,,96,,,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","W","AA","A","N",200000000,1,1,1,,,,,,,,,1,2,1,800000000,24,3,,,,,1,8952000,1,"A",1,0,0,0,0,0,100,"0",0,0,0,0,100,"A",1,0,0,0,0,0,0,100,0,0,0,0,0,0,100,4,3,3,3,1,3,3,3,3,3,1,1,1,5000000,4,"A B D E",1,1,0,1,1,0,3,1,3,1,96,1,"W",0,0,0,0,0,1,"F",0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17:46:50",1,,4740.625,"23-05-2017",5/23/2017,4741,"16","01","1987","011987"
"JAMBI","BUNGO",2,35,46,"S35_46",2,"FEMALE",1,"ELEMENTARY SCHOOL (SD)","20-05-2019","YA",1,1,1,3,3,96,4,1,,,"20-05-2019","W",1,0,0,0,0,1,,"18-10-1998","W",1,0,0,0,0,0,"SEMBAKO RETAIL IN STALL",47,471,1,1,1,100,1,1,1,"A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"W",0,0,0,0,0,0,0,0,1,0,1,1,"WHOLESALE OF OIL PALM PLANTATION",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,3,3,1,3,1,0,0,1,1,1,12000000,,,,1,1550000,,,,"05-2019",,3,3,3,3,1,3,3,3,3,3,3,1,1,3,3,"E       L M","L","M","L","M",3,,,,,1,1000000,5,,1,3,3,3,3,3,3,3,3,3,1,3,1,1,3,4,"A          K  M N","W","AA","N","A",100000000,1,1,1,,,,,,,,,1,2,1,300000000,36,3,,,,,1,3200000,1,"A D",1,0,0,1,0,0,4,"0",0,96,0,0,100,"A D",1,0,0,1,0,0,0,4,0,0,96,0,0,0,100,4,3,3,1,1,3,1,3,3,3,1,3,3,,6,"A B C D E",1,1,1,1,1,0,1,1,1,1,96,1,"W",0,0,0,0,0,1,"A V",1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19:41:19",1,,4740.625,"18-10-1998",10/18/1998,4741,"10","01","1978","011978"
"PAPUA","JAYAPURA(KOTA)",2,20,58,"S20_58",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","28-02-2017","YA",1,1,1,3,1,96,4,1,,,"28-02-2017","W",1,0,0,0,0,1,,"05-07-2010","W",1,0,0,0,0,0,"SEMBAKO RETAIL IN KIOSK",47,471,1,1,1,100,1,2,2,"L",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,"G",0,0,0,0,0,0,1,0,0,0,1,1,"FOOD STALL SELLING NASI KUNING",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,1,3,3,3,1,0,0,2,2,1,5000000,,,,1,2000000,,,,"98-2015",,3,3,3,3,3,3,1,3,3,3,3,1,1,3,3,"G     L M","W","AA","L","G",3,,,,,1,2000000,7,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","A","N","A","N",25000000,1,2,2,,,,,,,,,2,2,1,60000000,18,3,,,,,1,1800000,1,"A B",1,1,0,0,0,0,20,"80",0,0,0,0,100,"A B",1,1,0,0,0,0,0,20,80,0,0,0,0,0,100,4,3,1,1,3,1,3,3,3,3,1,2,3,,2,"A D",1,0,0,1,0,0,1,1,3,1,96,1,"A B",1,1,0,0,0,0,"E",0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13:07:34",1,,783,"05-07-2010",7/5/2010,783,"31","01","1979","011979"
"NUSA TENGGARA BARAT","BIMA",2,20,89,"S20_89",1,"MALE",3,"SENIOR HIGH SCHOOL (SMA)","04-07-2019","YA",1,1,1,3,1,96,5,96,,,"04-07-2019","W",1,0,0,0,0,1,,"01-01-2015","W",1,0,0,0,0,0,"SEMBAKO RETAIL IN STORE",47,471,1,1,1,100,1,2,2,"A K L",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,"L","A B C F G",1,1,1,0,0,1,1,0,0,0,1,2,"WHOLESALE OF NUTMEGS","PADDY AND CORN AGRICULTURE",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,3,1,3,1,0,0,2,2,1,10000000,,,,1,3000000,,,,"07-2019",,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,"A           L M","L","M","L","A",1,1,50000000,98,,1,2720000,1,,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,"A             N","W","AA","A","N",200000000,1,1,1,,,,,,,,,1,2,1,220000000,48,3,,,,,1,4800000,1,"B",0,1,0,0,0,0,0,"100",0,0,0,0,100,"A D F",1,0,0,1,0,1,0,40,0,0,30,0,30,0,100,4,3,1,1,3,3,1,3,3,3,4,1,3,,4,"A B D E",1,1,0,1,1,0,1,1,1,1,96,1,"W",0,0,0,0,0,1,"B E",0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14:45:24",1,,783,"01-01-2015",1/1/2015,783,"01","10","1984","101984"
